county,station,year,month,day,max_day_temp,min_day_temp,max_day_dewpt,min_day_dewpt,max_day_vappr,min_day_vappr,max_day_msl,min_day_msl
Dublin,PHOENIX PARK,2017,8,30,17.1,9.6,11.3,8.2,13.4,10.9,1014.8,1013.1
Cork,SherkinIsland,2017,8,30,16.6,12.6,12.8,10.2,14.8,12.4,1016.5,1015.0
Donegal,MALIN HEAD,2017,8,30,15.4,10.7,10.2,7.7,12.5,10.5,1013.5,1010.2
Cork,CORK AIRPORT,2017,8,30,15.9,10.0,12.1,7.4,14.1,10.3,1016.5,1014.5
Wexford,JOHNSTOWNII,2017,8,30,16.9,10.7,11.3,8.2,13.4,10.9,1015.7,1013.8
Dublin,PHOENIX PARK,2017,8,31,16.2,8.5,11.9,8.1,13.9,10.8,1022.2,1014.4
Cork,CORK AIRPORT,2017,8,31,15.9,10.0,10.9,8.1,13.0,10.7,1023.0,1016.0
Meath,DUNSANY,2017,8,31,16.9,8.5,10.4,7.6,12.7,10.5,1022.2,1014.2
Dublin,DUBLIN AIRPORT,2017,8,31,15.7,7.6,10.8,6.7,13.0,9.8,1022.3,1014.3
Cork,ROCHES POINT,2017,8,31,16.4,10.6,11.2,8.8,13.3,11.3,1022.5,1015.8
Kerry,VALENTIA OBSERVATORY,2017,8,31,16.5,10.5,11.7,8.1,13.7,10.8,1023.5,1015.8
Mayo,NEWPORT,2017,8,31,16.6,9.9,13.5,8.7,15.5,11.2,1023.5,1014.6
Galway,MACE HEAD,2017,8,31,16.8,10.3,11.1,8.3,13.2,11.0,1023.3,1014.8
Tipperary,GURTEEN,2017,8,31,16.5,7.7,11.3,7.2,13.4,10.2,1023.0,1015.1
Mayo,BELMULLET,2017,8,31,17.5,9.2,11.4,7.0,13.5,10.0,1023.5,1014.5
Dublin,CASEMENT,2017,8,31,15.5,8.3,10.9,7.0,13.1,10.0,1022.3,1014.4
Cork,SherkinIsland,2017,8,31,16.3,11.6,12.1,8.9,14.1,11.4,1023.1,1016.0
Cork,MOORE PARK,2017,8,31,16.7,9.6,10.5,7.0,12.7,10.0,1022.8,1015.7
Roscommon,MT DILLON,2017,8,31,17.4,4.3,11.4,4.1,13.4,8.2,1022.8,1014.4
Sligo,MARKREE,2017,8,31,16.0,5.9,11.3,5.7,13.4,9.1,1023.0,1014.4
Cavan,BALLYHAISE,2017,8,31,16.8,6.9,10.9,6.8,13.0,9.9,1022.4,1014.0
Galway,ATHENRY,2017,8,31,16.7,6.1,10.6,5.7,12.8,9.2,1023.2,1014.8
Mayo,CLAREMORRIS,2017,8,31,17.2,5.2,10.7,4.7,12.8,8.6,1023.3,1014.7
Carlow,OAK PARK,2017,8,31,17.4,8.9,10.1,7.6,12.4,10.4,1022.7,1014.9
Clare,SHANNON AIRPORT,2017,8,31,16.5,10.1,11.6,8.3,13.7,11.0,1023.2,1015.4
Westmeath,MULLINGAR,2017,8,31,16.6,7.9,10.3,7.0,12.5,10.0,1022.7,1014.6
Donegal,MALIN HEAD,2017,8,31,15.4,9.7,11.5,8.0,13.6,10.7,1021.8,1013.6
Donegal,FINNER,2017,8,31,16.2,7.9,11.3,6.8,13.4,9.9,1022.7,1014.0
Mayo,KNOCK AIRPORT,2017,8,31,15.5,8.2,9.7,7.5,12.1,10.4,1023.6,1014.9
Wexford,JOHNSTOWNII,2017,8,31,17.0,9.5,11.6,7.9,13.6,10.7,1021.9,1015.0
Cavan,BALLYHAISE,2017,9,1,17.0,6.5,12.2,6.1,14.3,9.4,1025.3,1022.7
Galway,ATHENRY,2017,9,1,17.5,4.4,11.5,4.0,13.6,8.1,1026.4,1023.5
Mayo,BELMULLET,2017,9,1,16.7,8.0,12.1,7.3,14.1,10.2,1026.0,1023.8
Cork,SherkinIsland,2017,9,1,16.4,10.4,12.0,8.8,14.1,11.4,1026.8,1023.3
Kerry,VALENTIA OBSERVATORY,2017,9,1,16.9,7.4,12.6,6.6,14.6,9.8,1026.8,1023.9
Westmeath,MULLINGAR,2017,9,1,17.0,7.3,11.3,6.7,13.4,9.8,1025.8,1022.9
Donegal,MALIN HEAD,2017,9,1,15.8,9.4,11.9,7.7,13.9,10.5,1024.8,1022.0
Sligo,MARKREE,2017,9,1,16.8,3.6,11.8,3.4,13.9,7.8,1025.6,1023.3
Mayo,KNOCK AIRPORT,2017,9,1,16.6,8.8,10.3,6.7,12.5,9.8,1026.1,1023.9
Cork,CORK AIRPORT,2017,9,1,18.2,9.4,12.6,7.5,14.6,10.4,1026.5,1023.3
Meath,DUNSANY,2017,9,1,17.1,5.6,10.7,5.4,12.9,9.0,1025.6,1022.4
Cork,ROCHES POINT,2017,9,1,17.8,10.3,12.1,8.0,14.1,10.8,1026.3,1022.7
Galway,MACE HEAD,2017,9,1,16.6,9.6,12.3,8.8,14.3,11.4,1026.3,1023.5
Wexford,JOHNSTOWNII,2017,9,1,18.4,9.1,12.0,7.8,14.0,10.6,1025.9,1022.1
Clare,SHANNON AIRPORT,2017,9,1,18.4,7.4,11.4,7.3,13.5,10.3,1026.9,1023.5
Mayo,NEWPORT,2017,9,1,17.2,8.3,12.4,7.8,14.4,10.6,1026.0,1023.7
Dublin,DUBLIN AIRPORT,2017,9,1,17.5,7.4,11.5,6.5,13.7,9.6,1025.6,1022.3
Mayo,CLAREMORRIS,2017,9,1,18.0,6.3,11.3,6.1,13.4,9.4,1026.1,1023.6
Dublin,CASEMENT,2017,9,1,18.0,6.0,11.6,5.7,13.7,9.2,1025.7,1022.5
Carlow,OAK PARK,2017,9,1,18.0,5.8,12.0,5.6,14.0,9.1,1026.3,1022.8
Dublin,PHOENIX PARK,2017,9,1,18.0,7.2,11.6,6.8,13.6,9.9,1025.7,1022.3
Roscommon,MT DILLON,2017,9,1,18.0,3.3,12.6,3.1,14.5,7.6,1025.8,1023.0
Cork,MOORE PARK,2017,9,1,18.6,6.6,11.0,5.8,13.2,9.2,1026.4,1023.1
Tipperary,GURTEEN,2017,9,1,17.4,5.5,10.9,5.2,13.0,8.8,1026.4,1023.2
Donegal,FINNER,2017,9,1,16.8,8.3,11.5,7.2,13.6,10.2,1025.1,1022.8
Dublin,CASEMENT,2017,9,2,17.2,7.5,11.5,5.7,13.6,9.2,1025.2,1009.8
Galway,ATHENRY,2017,9,2,15.4,4.6,13.0,4.3,14.9,8.3,1024.7,1005.0
Carlow,OAK PARK,2017,9,2,16.9,6.2,12.8,6.1,14.8,9.4,1025.6,1009.5
Cork,MOORE PARK,2017,9,2,15.9,5.6,14.1,4.7,16.1,8.6,1025.3,1006.8
Sligo,MARKREE,2017,9,2,15.7,4.8,12.8,4.6,14.8,8.5,1024.4,1005.4
Mayo,NEWPORT,2017,9,2,14.3,8.5,13.5,8.1,15.5,10.8,1024.0,1003.6
Donegal,MALIN HEAD,2017,9,2,18.0,8.4,10.5,7.2,12.7,10.1,1024.0,1007.6
Meath,DUNSANY,2017,9,2,16.7,6.8,11.4,6.6,13.5,9.7,1025.1,1009.6
Mayo,KNOCK AIRPORT,2017,9,2,13.7,6.3,12.3,6.3,14.3,9.5,1024.8,1005.1
Dublin,PHOENIX PARK,2017,9,2,18.5,6.1,12.0,5.7,14.0,9.2,1025.2,1010.2
Westmeath,MULLINGAR,2017,9,2,16.4,4.1,12.3,3.3,14.3,7.7,1025.2,1008.0
Roscommon,MT DILLON,2017,9,2,16.3,5.4,12.6,5.0,14.5,8.7,1024.6,1006.5
Tipperary,GURTEEN,2017,9,2,16.2,5.4,12.6,4.8,14.6,8.6,1025.1,1005.9
Dublin,DUBLIN AIRPORT,2017,9,2,17.8,5.7,12.2,4.7,14.2,8.5,1025.2,1010.4
Donegal,FINNER,2017,9,2,15.6,8.2,12.1,6.4,14.1,9.6,1024.1,1005.9
Mayo,BELMULLET,2017,9,2,15.1,11.2,13.5,9.1,15.5,11.6,1023.4,1002.4
Cork,SherkinIsland,2017,9,2,16.2,10.7,16.0,10.1,18.2,12.4,1025.6,1005.7
Cork,ROCHES POINT,2017,9,2,15.5,10.1,15.3,8.2,17.4,10.9,1025.3,1006.6
Galway,MACE HEAD,2017,9,2,15.1,13.1,14.7,10.1,16.8,12.4,1023.9,1002.8
Cork,CORK AIRPORT,2017,9,2,15.8,8.7,15.8,7.5,17.9,10.3,1025.4,1006.6
Mayo,CLAREMORRIS,2017,9,2,14.3,6.1,13.0,5.7,15.0,9.2,1024.4,1004.6
Cavan,BALLYHAISE,2017,9,2,16.2,4.5,11.9,4.3,13.9,8.3,1024.7,1007.9
Kerry,VALENTIA OBSERVATORY,2017,9,2,16.8,9.8,16.3,8.9,18.6,11.4,1025.0,1004.2
Clare,SHANNON AIRPORT,2017,9,2,16.2,8.1,14.3,7.2,16.3,10.2,1025.0,1005.1
Wexford,JOHNSTOWNII,2017,9,2,15.8,9.9,13.2,8.1,15.2,10.8,1025.4,1011.1
Mayo,BELMULLET,2017,9,3,16.9,14.6,16.1,13.2,18.3,15.1,1003.7,999.5
Clare,SHANNON AIRPORT,2017,9,3,21.5,15.2,17.6,14.6,20.2,16.7,1005.9,1001.9
Kerry,VALENTIA OBSERVATORY,2017,9,3,19.6,15.2,17.2,14.7,19.6,16.8,1006.7,1001.7
Galway,MACE HEAD,2017,9,3,17.0,15.4,16.5,15.1,18.7,17.2,1004.8,1000.6
Tipperary,GURTEEN,2017,9,3,21.7,14.1,17.1,13.2,19.5,15.2,1005.4,1001.6
Dublin,PHOENIX PARK,2017,9,3,19.8,14.1,16.8,12.3,19.1,14.3,1009.1,1002.9
Mayo,NEWPORT,2017,9,3,21.5,13.7,18.3,13.1,21.0,15.1,1004.4,1000.2
Donegal,FINNER,2017,9,3,18.1,13.4,17.0,12.0,19.3,14.1,1004.8,1000.4
Cavan,BALLYHAISE,2017,9,3,20.4,12.7,17.3,11.7,19.7,13.8,1006.7,1001.7
Dublin,CASEMENT,2017,9,3,19.8,14.1,17.3,12.0,19.7,14.1,1008.8,1002.5
Galway,ATHENRY,2017,9,3,20.5,13.6,16.9,13.1,19.3,15.0,1005.2,1001.1
Cork,ROCHES POINT,2017,9,3,17.3,15.5,17.1,15.4,19.5,17.5,1006.3,1002.3
Cork,MOORE PARK,2017,9,3,21.7,15.4,18.4,14.6,21.2,16.6,1005.9,1002.1
Roscommon,MT DILLON,2017,9,3,20.2,13.0,17.5,12.7,20.0,14.7,1005.6,1001.3
Westmeath,MULLINGAR,2017,9,3,21.1,13.1,17.2,12.2,19.7,14.2,1006.8,1002.1
Cork,CORK AIRPORT,2017,9,3,20.3,15.9,18.6,15.9,21.5,18.1,1006.4,1002.4
Dublin,DUBLIN AIRPORT,2017,9,3,17.7,13.3,16.0,12.1,18.2,14.1,1009.4,1003.0
Meath,DUNSANY,2017,9,3,19.2,13.1,17.3,12.0,19.8,14.0,1008.1,1002.5
Mayo,CLAREMORRIS,2017,9,3,20.2,13.2,17.1,12.7,19.5,14.6,1004.5,1000.5
Cork,SherkinIsland,2017,9,3,17.2,15.0,17.0,14.8,19.3,16.8,1006.7,1002.3
Carlow,OAK PARK,2017,9,3,23.1,14.2,18.8,12.9,21.7,14.9,1008.3,1002.6
Sligo,MARKREE,2017,9,3,20.8,13.2,17.7,12.4,20.2,14.4,1004.5,1000.6
Donegal,MALIN HEAD,2017,9,3,17.7,14.2,16.4,10.7,18.6,12.9,1006.9,1000.9
Mayo,KNOCK AIRPORT,2017,9,3,18.5,12.2,16.9,12.0,19.3,14.0,1004.7,1000.8
Wexford,JOHNSTOWNII,2017,9,3,19.1,13.9,17.7,13.4,20.3,15.4,1009.9,1002.8
Carlow,OAK PARK,2017,9,4,18.9,14.6,16.9,14.0,19.2,16.0,1011.2,1005.3
Kerry,VALENTIA OBSERVATORY,2017,9,4,17.0,14.6,15.7,13.4,17.8,15.4,1010.6,1006.8
Sligo,MARKREE,2017,9,4,18.4,13.8,15.9,12.1,18.1,14.1,1008.3,1003.1
Westmeath,MULLINGAR,2017,9,4,17.2,13.6,15.9,10.7,18.1,12.9,1010.2,1004.8
Tipperary,GURTEEN,2017,9,4,17.5,13.9,16.4,11.8,18.7,13.9,1010.4,1005.1
Wexford,JOHNSTOWNII,2017,9,4,16.8,13.1,15.9,12.7,18.0,14.7,1011.4,1006.0
Cavan,BALLYHAISE,2017,9,4,18.2,13.8,16.0,11.1,18.2,13.2,1009.1,1003.8
Clare,SHANNON AIRPORT,2017,9,4,17.6,14.6,15.9,12.5,18.1,14.5,1010.6,1005.4
Cork,MOORE PARK,2017,9,4,19.8,13.9,16.2,12.0,18.4,14.0,1011.3,1005.6
Mayo,NEWPORT,2017,9,4,17.3,14.8,15.3,12.7,17.4,14.7,1007.8,1003.3
Mayo,CLAREMORRIS,2017,9,4,17.4,13.8,15.7,11.6,17.9,13.6,1008.7,1003.7
Galway,MACE HEAD,2017,9,4,16.2,14.9,15.3,13.3,17.4,15.2,1008.5,1004.1
Roscommon,MT DILLON,2017,9,4,18.7,13.5,16.0,11.9,18.2,13.9,1009.4,1004.3
Dublin,DUBLIN AIRPORT,2017,9,4,18.7,13.5,16.6,11.8,19.0,13.8,1010.6,1004.9
Mayo,KNOCK AIRPORT,2017,9,4,16.2,12.8,15.1,11.4,17.2,13.4,1008.9,1003.3
Meath,DUNSANY,2017,9,4,17.8,13.7,17.0,12.2,19.4,14.2,1010.5,1004.6
Dublin,CASEMENT,2017,9,4,18.7,14.0,17.1,12.3,19.5,14.3,1010.5,1004.7
Galway,ATHENRY,2017,9,4,17.0,13.5,15.8,12.1,17.9,14.1,1009.6,1004.7
Mayo,BELMULLET,2017,9,4,16.6,14.9,14.6,11.8,16.6,13.8,1006.7,1002.4
Dublin,PHOENIX PARK,2017,9,4,19.5,14.6,16.9,12.9,19.2,14.9,1010.6,1004.9
Cork,SherkinIsland,2017,9,4,16.7,14.5,16.0,13.6,18.2,15.5,1011.1,1006.8
Cork,ROCHES POINT,2017,9,4,17.1,13.6,16.4,12.7,18.7,14.7,1011.4,1005.9
Donegal,MALIN HEAD,2017,9,4,17.1,14.1,15.6,10.5,17.7,12.7,1007.0,1001.9
Cork,CORK AIRPORT,2017,9,4,18.4,12.8,16.9,12.3,19.2,14.2,1011.5,1006.1
Donegal,FINNER,2017,9,4,17.1,14.3,15.2,9.9,17.3,12.2,1007.8,1002.6
Cavan,BALLYHAISE,2017,9,5,16.3,11.2,12.6,8.0,14.6,10.7,1014.3,1006.8
Cork,ROCHES POINT,2017,9,5,17.7,12.7,12.6,7.8,14.6,10.6,1018.9,1008.0
Roscommon,MT DILLON,2017,9,5,16.6,11.5,12.8,8.4,14.8,11.1,1015.0,1007.1
Wexford,JOHNSTOWNII,2017,9,5,17.4,11.9,14.4,8.7,16.4,11.3,1017.8,1008.4
Mayo,CLAREMORRIS,2017,9,5,15.7,11.9,13.2,6.8,15.1,9.9,1015.2,1006.7
Carlow,OAK PARK,2017,9,5,17.6,11.2,12.9,8.3,14.8,11.0,1016.9,1009.0
Dublin,PHOENIX PARK,2017,9,5,18.2,11.5,13.9,8.7,15.9,11.3,1015.6,1008.4
Sligo,MARKREE,2017,9,5,15.9,11.0,12.9,8.7,14.9,11.2,1014.4,1006.2
Westmeath,MULLINGAR,2017,9,5,16.3,11.3,12.4,7.4,14.4,10.3,1015.5,1007.9
Galway,MACE HEAD,2017,9,5,15.8,13.0,14.4,8.2,16.5,10.9,1015.7,1006.6
Mayo,KNOCK AIRPORT,2017,9,5,14.9,10.5,12.8,7.8,14.8,10.6,1015.2,1006.8
Donegal,FINNER,2017,9,5,15.9,11.8,11.9,8.2,14.0,10.9,1013.3,1005.6
Galway,ATHENRY,2017,9,5,15.9,12.4,12.4,8.7,14.4,11.3,1016.0,1007.3
Mayo,BELMULLET,2017,9,5,16.0,12.7,12.5,6.5,14.5,9.7,1014.4,1005.9
Cork,SherkinIsland,2017,9,5,16.8,12.8,13.6,9.6,15.6,11.9,1019.8,1008.1
Kerry,VALENTIA OBSERVATORY,2017,9,5,16.6,12.4,12.5,9.0,14.5,11.5,1019.6,1008.7
Mayo,NEWPORT,2017,9,5,17.5,11.9,13.8,8.2,15.8,10.9,1014.9,1006.2
Meath,DUNSANY,2017,9,5,16.2,11.4,12.7,8.3,14.7,11.0,1015.2,1008.0
Cork,CORK AIRPORT,2017,9,5,17.0,11.0,12.8,6.9,14.8,10.0,1019.3,1008.6
Dublin,CASEMENT,2017,9,5,16.6,11.0,12.5,8.2,14.4,11.0,1015.6,1008.3
Clare,SHANNON AIRPORT,2017,9,5,16.8,12.1,13.1,9.4,15.2,11.8,1017.5,1008.3
Donegal,MALIN HEAD,2017,9,5,15.4,12.0,11.6,7.9,13.7,10.7,1011.4,1005.0
Cork,MOORE PARK,2017,9,5,17.0,11.2,12.6,7.1,14.6,10.1,1018.3,1008.7
Tipperary,GURTEEN,2017,9,5,16.4,11.4,12.5,8.2,14.5,10.9,1016.5,1008.1
Dublin,DUBLIN AIRPORT,2017,9,5,17.1,11.1,12.5,7.4,14.5,10.3,1015.6,1008.3
Clare,SHANNON AIRPORT,2017,9,6,16.8,12.9,13.0,9.5,14.9,11.9,1021.4,1017.8
Dublin,PHOENIX PARK,2017,9,6,17.7,10.6,11.1,9.2,13.2,11.6,1019.4,1015.9
Galway,MACE HEAD,2017,9,6,15.5,14.0,13.1,8.7,15.1,11.3,1019.9,1015.9
Sligo,MARKREE,2017,9,6,16.1,10.9,12.1,8.0,14.1,10.7,1018.5,1014.8
Kerry,VALENTIA OBSERVATORY,2017,9,6,16.6,13.8,13.5,10.9,15.5,13.1,1022.8,1019.5
Carlow,OAK PARK,2017,9,6,17.5,11.7,11.5,8.9,13.6,11.4,1020.4,1017.2
Westmeath,MULLINGAR,2017,9,6,16.5,8.8,11.4,7.9,13.5,10.6,1019.5,1015.8
Roscommon,MT DILLON,2017,9,6,17.1,8.7,11.9,8.0,13.9,10.7,1019.0,1015.4
Cork,CORK AIRPORT,2017,9,6,17.3,9.6,11.8,8.0,13.9,10.7,1022.0,1019.3
Donegal,FINNER,2017,9,6,14.7,11.9,11.3,7.4,13.4,10.3,1018.0,1013.5
Dublin,CASEMENT,2017,9,6,16.3,11.0,11.1,8.4,13.1,11.0,1019.5,1015.9
Mayo,BELMULLET,2017,9,6,15.4,13.2,12.4,6.2,14.4,9.5,1018.8,1014.8
Donegal,MALIN HEAD,2017,9,6,14.6,12.8,11.3,8.1,13.4,10.8,1016.5,1011.7
Cork,MOORE PARK,2017,9,6,17.4,10.8,10.9,9.3,13.1,11.7,1021.5,1018.6
Dublin,DUBLIN AIRPORT,2017,9,6,16.7,10.8,10.8,8.5,13.0,11.1,1019.3,1015.8
Galway,ATHENRY,2017,9,6,15.9,11.9,12.7,8.6,14.7,11.1,1019.9,1016.2
Mayo,CLAREMORRIS,2017,9,6,18.1,11.7,12.1,8.1,14.1,10.8,1019.3,1015.5
Cavan,BALLYHAISE,2017,9,6,15.7,9.6,11.5,8.2,13.6,10.9,1018.3,1014.7
Cork,ROCHES POINT,2017,9,6,17.7,11.9,11.7,9.6,13.8,11.9,1021.9,1019.2
Cork,SherkinIsland,2017,9,6,16.5,14.2,13.3,10.8,15.3,12.9,1022.7,1020.1
Mayo,NEWPORT,2017,9,6,17.1,11.9,13.2,7.5,15.2,10.4,1019.1,1015.2
Tipperary,GURTEEN,2017,9,6,16.0,11.3,11.7,8.8,13.8,11.3,1020.3,1016.7
Meath,DUNSANY,2017,9,6,16.6,10.0,11.1,8.9,13.3,11.4,1019.1,1015.7
Mayo,KNOCK AIRPORT,2017,9,6,15.1,9.0,11.8,7.3,13.8,10.2,1019.4,1015.5
Wexford,JOHNSTOWNII,2017,9,6,17.3,11.4,13.0,8.8,15.0,11.3,1020.9,1017.9
Cavan,BALLYHAISE,2017,9,7,14.5,12.4,13.7,10.6,15.7,12.8,1014.9,1001.6
Kerry,VALENTIA OBSERVATORY,2017,9,7,15.5,13.9,14.2,12.7,16.2,14.7,1019.0,1007.1
Meath,DUNSANY,2017,9,7,15.7,12.3,13.5,11.0,15.4,13.1,1016.1,1002.7
Mayo,BELMULLET,2017,9,7,14.7,12.8,13.7,10.4,15.7,12.6,1014.1,1002.1
Mayo,CLAREMORRIS,2017,9,7,15.1,12.0,14.1,11.0,16.1,13.1,1015.4,1002.8
Carlow,OAK PARK,2017,9,7,16.5,12.3,13.6,10.5,15.6,12.7,1017.5,1004.6
Dublin,PHOENIX PARK,2017,9,7,16.9,12.5,13.8,10.6,15.8,12.8,1016.3,1002.9
Sligo,MARKREE,2017,9,7,14.6,12.3,13.8,10.6,15.8,12.8,1014.9,1001.8
Donegal,MALIN HEAD,2017,9,7,14.6,12.1,13.2,9.0,15.2,11.5,1012.9,998.5
Cork,MOORE PARK,2017,9,7,17.3,12.4,13.8,10.3,15.8,12.6,1018.4,1006.3
Mayo,KNOCK AIRPORT,2017,9,7,13.9,11.4,13.0,10.7,15.0,12.8,1015.6,1002.6
Cork,SherkinIsland,2017,9,7,16.2,14.1,14.1,12.7,16.1,14.7,1019.4,1008.0
Galway,MACE HEAD,2017,9,7,15.4,14.1,14.3,12.2,16.3,14.2,1015.6,1003.0
Cork,CORK AIRPORT,2017,9,7,17.2,12.0,14.4,11.4,16.4,13.5,1018.9,1007.2
Tipperary,GURTEEN,2017,9,7,15.9,12.6,13.8,11.2,15.7,13.3,1016.8,1003.7
Wexford,JOHNSTOWNII,2017,9,7,16.5,12.1,14.1,10.2,16.1,12.4,1017.9,1005.3
Dublin,CASEMENT,2017,9,7,16.1,12.0,13.8,10.5,15.9,12.7,1016.5,1003.2
Galway,ATHENRY,2017,9,7,15.4,13.6,14.1,11.4,16.1,13.5,1016.0,1003.5
Cork,ROCHES POINT,2017,9,7,17.4,13.2,13.9,11.5,15.9,13.6,1018.7,1006.7
Clare,SHANNON AIRPORT,2017,9,7,16.4,13.5,13.9,12.7,16.0,14.7,1017.6,1005.0
Westmeath,MULLINGAR,2017,9,7,15.3,12.3,13.6,11.2,15.5,13.3,1016.1,1002.6
Roscommon,MT DILLON,2017,9,7,16.1,12.6,14.0,10.8,16.0,12.9,1015.3,1002.4
Mayo,NEWPORT,2017,9,7,15.6,12.4,14.1,11.2,16.1,13.3,1014.7,1002.3
Donegal,FINNER,2017,9,7,14.4,12.6,13.2,10.7,15.2,12.9,1013.9,1000.5
Dublin,DUBLIN AIRPORT,2017,9,7,15.8,12.5,13.8,10.4,15.7,12.6,1016.4,1002.7
Mayo,BELMULLET,2017,9,8,14.4,11.6,11.0,8.5,13.1,11.1,1001.4,998.1
Cavan,BALLYHAISE,2017,9,8,15.6,10.1,11.5,8.2,13.6,10.9,1000.7,995.7
Mayo,CLAREMORRIS,2017,9,8,15.3,10.0,12.1,8.2,14.1,10.9,1002.0,997.9
Kerry,VALENTIA OBSERVATORY,2017,9,8,15.7,11.5,13.4,8.4,15.4,11.0,1006.4,1001.6
Donegal,MALIN HEAD,2017,9,8,14.1,12.0,11.6,7.5,13.7,10.4,997.8,993.1
Mayo,NEWPORT,2017,9,8,16.2,12.0,11.5,8.2,13.5,10.9,1001.6,997.9
Westmeath,MULLINGAR,2017,9,8,14.3,9.8,11.4,8.1,13.5,10.8,1002.2,996.9
Mayo,KNOCK AIRPORT,2017,9,8,14.4,9.6,11.1,8.5,13.3,11.1,1002.1,997.9
Clare,SHANNON AIRPORT,2017,9,8,15.9,11.3,12.9,8.7,14.9,11.2,1004.4,999.6
Cork,SherkinIsland,2017,9,8,15.5,12.6,13.6,9.0,15.6,11.5,1007.1,1001.1
Roscommon,MT DILLON,2017,9,8,16.3,10.3,12.4,8.1,14.4,10.8,1001.5,997.0
Cork,MOORE PARK,2017,9,8,15.8,10.7,12.1,8.0,14.2,10.8,1005.1,999.1
Meath,DUNSANY,2017,9,8,15.0,9.9,11.8,8.5,13.9,11.1,1002.0,996.5
Dublin,DUBLIN AIRPORT,2017,9,8,15.7,9.8,11.7,8.1,13.8,10.8,1002.3,996.4
Tipperary,GURTEEN,2017,9,8,16.6,10.2,11.9,8.3,14.0,11.0,1003.4,997.8
Cork,CORK AIRPORT,2017,9,8,16.0,10.3,13.0,8.0,15.0,10.7,1006.0,999.9
Dublin,CASEMENT,2017,9,8,16.4,9.9,11.9,8.5,13.9,11.1,1002.6,996.8
Cork,ROCHES POINT,2017,9,8,17.2,11.4,12.9,8.1,14.9,10.8,1005.8,999.6
Carlow,OAK PARK,2017,9,8,17.3,10.3,12.1,8.6,14.1,11.1,1003.6,997.7
Dublin,PHOENIX PARK,2017,9,8,18.0,9.3,12.3,8.3,14.3,11.0,1002.5,996.7
Galway,MACE HEAD,2017,9,8,15.0,11.8,12.8,9.3,14.7,11.7,1002.7,998.9
Sligo,MARKREE,2017,9,8,15.2,10.7,11.4,9.7,13.5,12.0,1000.9,996.9
Wexford,JOHNSTOWNII,2017,9,8,16.4,10.7,13.2,8.5,15.1,11.1,1004.6,997.7
Galway,ATHENRY,2017,9,8,16.5,10.6,12.0,7.7,14.0,10.5,1002.7,998.3
Donegal,FINNER,2017,9,8,14.6,12.1,10.7,7.4,12.9,10.3,999.9,996.1
Mayo,BELMULLET,2017,9,9,16.2,12.5,12.7,9.2,14.7,11.7,1006.5,999.5
Galway,MACE HEAD,2017,9,9,15.8,12.4,12.3,9.9,14.3,12.2,1007.0,1000.3
Donegal,MALIN HEAD,2017,9,9,14.6,12.6,12.2,9.0,14.2,11.4,1003.2,994.3
Cork,CORK AIRPORT,2017,9,9,15.6,9.4,10.7,7.7,12.9,10.4,1008.1,1001.9
Tipperary,GURTEEN,2017,9,9,16.0,9.5,11.9,7.8,13.9,10.6,1006.3,999.4
Galway,ATHENRY,2017,9,9,15.7,10.8,12.5,8.3,14.5,11.0,1006.6,999.6
Mayo,CLAREMORRIS,2017,9,9,16.1,11.1,12.8,10.1,14.7,12.3,1006.1,999.0
Carlow,OAK PARK,2017,9,9,16.9,9.3,12.2,8.0,14.2,10.7,1005.7,998.5
Roscommon,MT DILLON,2017,9,9,16.9,10.5,13.2,9.0,15.1,11.5,1005.5,997.8
Meath,DUNSANY,2017,9,9,15.7,9.9,12.2,8.5,14.2,11.1,1004.4,996.8
Dublin,CASEMENT,2017,9,9,15.6,9.6,11.8,8.4,13.8,11.0,1004.7,997.2
Cavan,BALLYHAISE,2017,9,9,15.4,10.4,11.6,9.5,13.7,11.9,1004.3,996.2
Cork,SherkinIsland,2017,9,9,16.1,12.5,10.9,8.2,13.0,10.9,1009.2,1003.3
Cork,ROCHES POINT,2017,9,9,16.3,10.3,10.7,7.9,12.8,10.7,1007.7,1001.4
Sligo,MARKREE,2017,9,9,15.3,11.8,12.1,10.3,14.1,12.5,1005.5,997.2
Dublin,DUBLIN AIRPORT,2017,9,9,16.9,9.4,12.2,7.7,14.2,10.5,1004.3,996.5
Mayo,KNOCK AIRPORT,2017,9,9,13.6,10.5,11.7,10.0,13.8,12.2,1006.3,998.6
Kerry,VALENTIA OBSERVATORY,2017,9,9,14.8,12.2,11.2,8.5,13.3,11.1,1009.8,1004.2
Clare,SHANNON AIRPORT,2017,9,9,16.4,11.6,12.5,8.6,14.5,11.2,1007.4,1001.0
Dublin,PHOENIX PARK,2017,9,9,16.5,9.6,11.8,8.3,13.8,11.0,1004.6,996.9
Westmeath,MULLINGAR,2017,9,9,16.5,9.7,12.4,8.1,14.4,10.8,1005.3,997.6
Cork,MOORE PARK,2017,9,9,16.9,9.9,11.3,7.5,13.4,10.4,1007.3,1001.0
Mayo,NEWPORT,2017,9,9,15.3,12.0,12.2,9.8,14.3,12.1,1006.1,999.2
Wexford,JOHNSTOWNII,2017,9,9,17.3,9.5,11.9,7.7,14.0,10.5,1005.5,998.4
Donegal,FINNER,2017,9,9,15.7,12.3,11.5,9.4,13.6,11.8,1004.7,996.2
Galway,ATHENRY,2017,9,10,15.0,11.1,12.5,7.6,14.5,10.5,1003.8,986.1
