county,station,year,month,max_month_temp,min_month_temp,max_month_dewpt,min_month_dewpt,max_month_vappr,min_month_vappr,max_month_msl,min_month_msl
Donegal,MALIN HEAD,1992,5,21.4,2.6,13.4,-3.2,15.4,4.8,1040.7,995.8
Westmeath,MULLINGAR,1992,5,21.9,0.6,15.2,-0.3,17.3,6.0,1039.9,1000.8
Dublin,DUBLIN AIRPORT,1992,5,20.1,2.8,14.3,0.3,16.3,6.3,1040.2,1000.2
Dublin,CASEMENT,1992,6,24.4,5.6,16.9,4.5,19.3,8.4,1035.6,1002.2
Mayo,CLAREMORRIS,1992,6,23.2,6.5,17.2,5.2,19.6,8.8,1037.1,1003.4
Cork,CORK AIRPORT,1992,6,21.9,7.7,16.0,5.4,18.1,9.0,1034.9,1004.9
Mayo,BELMULLET,1992,6,23.3,7.0,16.7,3.0,19.0,7.6,1037.9,1004.1
Clare,SHANNON AIRPORT,1992,6,24.6,9.0,17.7,5.7,20.2,9.2,1036.2,1004.3
Kerry,VALENTIA OBSERVATORY,1992,6,21.9,8.3,17.0,4.9,19.3,8.6,1035.8,1004.1
Westmeath,MULLINGAR,1992,6,24.3,7.2,15.9,5.9,18.1,9.3,1036.2,1002.7
Donegal,MALIN HEAD,1992,6,19.0,8.3,14.8,4.4,16.9,8.4,1036.8,1000.1
Dublin,DUBLIN AIRPORT,1992,6,23.7,8.0,17.6,3.5,20.1,7.8,1035.7,1001.7
Mayo,BELMULLET,1992,7,19.1,8.6,16.8,6.1,19.1,9.4,1030.8,1000.4
Dublin,CASEMENT,1992,7,23.1,6.7,17.1,5.2,19.5,8.9,1031.8,999.9
Cork,CORK AIRPORT,1992,7,21.7,9.3,17.3,6.5,19.6,9.7,1032.9,1002.8
Mayo,CLAREMORRIS,1992,7,20.9,6.2,16.5,5.8,18.8,9.2,1031.6,1000.8
Clare,SHANNON AIRPORT,1992,7,22.8,10.2,17.8,7.5,20.4,10.4,1032.4,1002.5
Kerry,VALENTIA OBSERVATORY,1992,7,20.7,7.9,16.9,7.5,19.2,10.3,1032.9,1004.0
Donegal,MALIN HEAD,1992,7,22.2,8.4,16.3,4.8,18.4,8.6,1029.0,998.8
Westmeath,MULLINGAR,1992,7,21.7,5.2,17.4,4.5,19.9,8.4,1031.3,1000.1
Dublin,DUBLIN AIRPORT,1992,7,22.7,8.4,16.3,4.7,18.6,8.5,1031.6,999.5
Cork,CORK AIRPORT,1992,8,19.1,6.6,16.2,2.7,18.4,7.4,1026.0,979.4
Dublin,CASEMENT,1992,8,20.0,6.8,14.9,4.4,17.0,8.4,1025.5,977.4
Mayo,CLAREMORRIS,1992,8,20.0,6.3,16.0,5.1,18.2,8.7,1025.0,981.2
Mayo,BELMULLET,1992,8,18.0,7.1,15.6,4.8,17.7,8.6,1025.0,984.1
Clare,SHANNON AIRPORT,1992,8,20.6,8.5,15.7,3.9,17.8,8.1,1025.7,979.7
Kerry,VALENTIA OBSERVATORY,1992,8,19.0,8.4,16.4,6.0,18.6,9.3,1026.0,980.4
Westmeath,MULLINGAR,1992,8,18.6,5.0,15.1,4.0,17.2,8.1,1025.1,978.8
Donegal,MALIN HEAD,1992,8,17.5,8.5,14.4,3.3,16.4,7.7,1025.2,978.8
Dublin,DUBLIN AIRPORT,1992,8,20.3,6.5,14.6,0.7,16.6,6.4,1025.5,977.2
Dublin,CASEMENT,1992,9,19.0,2.6,16.8,2.3,19.1,7.2,1026.2,993.9
Cork,CORK AIRPORT,1992,9,17.0,3.8,15.2,3.3,17.3,7.7,1027.7,997.3
Mayo,BELMULLET,1992,9,17.2,3.6,14.8,2.1,16.8,7.1,1026.8,987.7
Mayo,CLAREMORRIS,1992,9,16.5,0.5,15.6,0.2,17.8,6.2,1027.0,990.0
Kerry,VALENTIA OBSERVATORY,1992,9,16.9,2.7,15.7,2.4,17.8,7.3,1028.8,991.1
Clare,SHANNON AIRPORT,1992,9,18.9,2.8,15.7,1.8,17.8,6.9,1027.3,993.8
Donegal,MALIN HEAD,1992,9,17.9,6.1,15.0,2.0,17.1,7.1,1024.4,986.3
Westmeath,MULLINGAR,1992,9,17.9,0.5,16.2,0.5,18.4,6.3,1026.4,992.9
Dublin,DUBLIN AIRPORT,1992,9,19.5,3.7,14.6,0.4,16.6,6.3,1026.1,994.7
Dublin,CASEMENT,1992,10,17.1,-2.0,12.6,-2.6,14.6,5.0,1032.4,982.6
Cork,CORK AIRPORT,1992,10,14.6,0.0,13.2,-0.9,15.2,5.7,1032.5,986.2
Mayo,BELMULLET,1992,10,15.2,0.8,13.1,0.0,15.1,6.2,1033.3,979.9
Mayo,CLAREMORRIS,1992,10,15.5,-2.0,12.5,-2.3,14.5,5.2,1033.1,981.1
Clare,SHANNON AIRPORT,1992,10,16.8,-0.8,13.4,-2.0,15.4,5.3,1033.3,984.0
Kerry,VALENTIA OBSERVATORY,1992,10,17.0,1.1,13.8,0.7,15.8,6.4,1033.1,984.5
Donegal,MALIN HEAD,1992,10,14.8,1.2,12.7,-1.5,14.7,5.5,1032.8,980.3
Westmeath,MULLINGAR,1992,10,15.5,-3.4,12.3,-3.9,14.2,4.6,1032.7,984.0
Dublin,DUBLIN AIRPORT,1992,10,16.4,-0.2,12.8,-1.8,14.7,5.3,1032.3,982.2
Cork,CORK AIRPORT,1992,11,15.9,0.2,14.2,-2.6,16.1,5.0,1028.9,989.6
Mayo,BELMULLET,1992,11,14.0,1.0,12.4,-1.8,14.4,5.3,1025.3,982.9
Dublin,CASEMENT,1992,11,14.7,-2.5,13.7,-4.2,15.7,4.5,1027.0,987.6
Mayo,CLAREMORRIS,1992,11,14.2,-1.3,13.0,-2.6,14.9,5.0,1025.4,985.4
Clare,SHANNON AIRPORT,1992,11,16.0,-1.3,13.4,-1.6,15.4,5.4,1027.0,987.0
Kerry,VALENTIA OBSERVATORY,1992,11,14.4,3.3,13.7,-3.0,15.7,4.9,1027.6,988.1
Westmeath,MULLINGAR,1992,11,14.4,-3.3,13.4,-4.0,15.3,4.5,1026.6,986.6
Donegal,MALIN HEAD,1992,11,14.7,2.0,12.5,-4.0,14.5,4.5,1025.7,976.4
Dublin,DUBLIN AIRPORT,1992,11,15.4,-0.9,13.3,-3.5,15.3,4.8,1026.9,988.0
Dublin,CASEMENT,1992,12,12.0,-7.3,11.6,-8.6,13.7,3.2,1040.9,971.0
Mayo,CLAREMORRIS,1992,12,11.9,-6.0,11.2,-6.8,13.2,3.7,1040.7,972.5
Cork,CORK AIRPORT,1992,12,12.2,-2.4,11.2,-3.7,13.2,4.7,1039.2,972.9
Mayo,BELMULLET,1992,12,11.6,-1.4,10.5,-3.4,12.7,4.8,1040.4,973.7
Clare,SHANNON AIRPORT,1992,12,12.1,-4.4,11.0,-6.0,13.1,3.9,1040.1,972.8
Kerry,VALENTIA OBSERVATORY,1992,12,12.0,-2.2,11.8,-3.5,13.8,4.7,1038.4,973.8
Westmeath,MULLINGAR,1992,12,11.4,-7.1,10.6,-8.0,12.8,3.3,1040.8,971.4
Donegal,MALIN HEAD,1992,12,11.4,-1.5,10.0,-5.7,12.3,4.0,1041.8,971.6
Dublin,DUBLIN AIRPORT,1992,12,12.7,-4.1,11.1,-4.6,13.2,4.3,1041.1,970.7
Cork,CORK AIRPORT,1993,1,12.0,-0.2,11.3,-3.2,13.4,4.8,1038.8,983.9
Mayo,CLAREMORRIS,1993,1,13.0,-1.4,11.2,-4.1,13.2,4.5,1039.0,975.8
Mayo,BELMULLET,1993,1,12.4,-0.1,11.2,-5.9,13.1,3.9,1037.8,972.4
Dublin,CASEMENT,1993,1,13.2,-1.0,10.8,-2.9,13.0,4.9,1040.1,979.5
Clare,SHANNON AIRPORT,1993,1,14.3,0.3,10.9,-3.7,13.0,4.6,1038.9,980.6
Kerry,VALENTIA OBSERVATORY,1993,1,12.9,0.5,12.2,-4.6,14.2,4.3,1037.9,982.4
Donegal,MALIN HEAD,1993,1,13.1,0.1,10.8,-6.1,12.9,3.9,1038.5,970.2
Westmeath,MULLINGAR,1993,1,13.7,-0.6,10.8,-3.3,12.9,4.8,1039.7,978.7
Dublin,DUBLIN AIRPORT,1993,1,14.0,-0.7,10.6,-4.2,12.8,4.5,1039.9,978.4
Dublin,CASEMENT,1993,2,11.7,-3.8,11.3,-6.3,13.4,3.8,1039.6,1010.0
Mayo,CLAREMORRIS,1993,2,11.8,-1.3,11.1,-2.4,13.2,5.1,1040.1,1009.9
Cork,CORK AIRPORT,1993,2,11.1,0.4,10.5,-5.3,12.7,4.1,1041.6,1013.1
Mayo,BELMULLET,1993,2,10.8,2.4,10.0,-3.6,12.3,4.7,1040.0,1008.9
Kerry,VALENTIA OBSERVATORY,1993,2,12.7,2.0,11.8,-2.5,13.8,5.1,1042.6,1013.7
Cork,ROCHES POINT,1993,2,0.0,0.0,7.2295866,7.2295866,10.578773,10.578773,1013.2551,1013.2551
Clare,SHANNON AIRPORT,1993,2,12.3,0.5,10.3,-4.0,12.5,4.6,1041.0,1011.9
Westmeath,MULLINGAR,1993,2,11.1,-1.8,10.6,-4.7,12.8,4.3,1039.1,1009.5
Donegal,MALIN HEAD,1993,2,10.7,2.1,9.7,-6.0,12.0,3.9,1039.9,1007.5
Dublin,DUBLIN AIRPORT,1993,2,12.3,-1.4,11.2,-9.0,13.3,3.1,1039.6,1011.1
Dublin,CASEMENT,1993,3,15.9,-2.1,10.3,-3.9,12.5,4.6,1039.0,993.1
Cork,CORK AIRPORT,1993,3,12.5,-2.0,10.5,-5.5,12.7,4.1,1038.6,993.6
Mayo,BELMULLET,1993,3,12.2,-1.6,10.6,-4.3,12.8,4.4,1037.5,985.2
Mayo,CLAREMORRIS,1993,3,13.4,-3.0,10.3,-4.7,12.5,4.3,1038.3,984.5
Clare,SHANNON AIRPORT,1993,3,14.5,-2.6,10.6,-5.6,12.7,4.0,1038.7,986.0
Cork,ROCHES POINT,1993,3,0.0,0.0,7.2295866,7.2295866,10.578773,10.578773,1013.2551,1013.2551
Kerry,VALENTIA OBSERVATORY,1993,3,13.9,-0.5,11.1,-4.6,13.2,4.4,1037.9,984.2
Westmeath,MULLINGAR,1993,3,13.8,-2.5,9.8,-3.5,12.1,4.7,1038.9,988.8
Donegal,MALIN HEAD,1993,3,14.0,-1.4,9.6,-6.5,12.0,3.8,1038.1,986.2
Dublin,DUBLIN AIRPORT,1993,3,15.3,0.7,10.7,-6.6,12.9,3.8,1039.0,993.4
Dublin,CASEMENT,1993,4,18.0,1.3,12.5,-0.2,14.5,6.0,1026.1,983.2
Cork,CORK AIRPORT,1993,4,20.8,1.0,11.5,-2.2,13.5,5.2,1023.0,988.0
Mayo,CLAREMORRIS,1993,4,20.0,0.0,13.6,-0.6,15.5,5.9,1026.4,977.3
Mayo,BELMULLET,1993,4,16.1,3.2,11.8,-0.9,13.8,5.7,1026.9,971.4
Clare,SHANNON AIRPORT,1993,4,20.4,3.0,12.9,-2.4,14.9,5.1,1024.7,983.9
Cork,ROCHES POINT,1993,4,0.0,0.0,7.2295866,7.2295866,10.578773,10.578773,1013.2551,1013.2551
Kerry,VALENTIA OBSERVATORY,1993,4,20.0,2.8,11.8,0.5,13.8,6.3,1023.4,986.2
Westmeath,MULLINGAR,1993,4,18.5,-0.8,11.6,-1.7,13.6,5.4,1026.0,982.1
Donegal,MALIN HEAD,1993,4,13.3,3.6,10.2,-0.5,12.4,5.9,1028.1,973.0
Dublin,DUBLIN AIRPORT,1993,4,19.0,1.6,12.2,-1.2,14.2,5.6,1026.4,983.6
Dublin,CASEMENT,1993,5,17.0,0.0,13.1,-2.1,15.1,5.2,1033.3,980.8
Mayo,BELMULLET,1993,5,19.2,2.6,14.3,-1.9,16.3,5.3,1032.9,979.6
Cork,CORK AIRPORT,1993,5,20.4,1.7,13.2,-0.6,15.1,5.8,1033.2,978.9
Mayo,CLAREMORRIS,1993,5,20.5,-0.9,14.1,-1.5,16.0,5.5,1032.8,979.5
Kerry,VALENTIA OBSERVATORY,1993,5,20.3,1.1,14.3,0.1,16.3,6.2,1032.8,984.8
Cork,ROCHES POINT,1993,5,0.0,0.0,7.2295866,7.2295866,10.578773,10.578773,1013.2551,1013.2551
Clare,SHANNON AIRPORT,1993,5,20.7,1.8,13.6,-2.0,15.6,5.3,1033.3,979.3
Donegal,MALIN HEAD,1993,5,15.8,2.0,12.5,-2.0,14.4,5.3,1033.5,980.0
Westmeath,MULLINGAR,1993,5,18.7,0.1,13.2,-1.0,15.2,5.7,1033.3,979.8
Dublin,DUBLIN AIRPORT,1993,5,16.5,1.4,12.6,-3.2,14.6,4.8,1033.5,981.4
Mayo,BELMULLET,1993,6,18.7,8.9,15.1,5.7,17.2,9.2,1027.1,1002.8
Mayo,CLAREMORRIS,1993,6,21.5,4.2,16.9,4.0,19.2,8.1,1026.8,1003.9
Dublin,CASEMENT,1993,6,22.4,4.8,16.3,3.8,18.5,8.0,1027.1,1004.1
Cork,CORK AIRPORT,1993,6,21.9,7.0,17.1,4.1,19.4,8.2,1027.8,1001.6
Cork,ROCHES POINT,1993,6,0.0,0.0,7.2295866,7.2295866,10.578773,10.578773,1013.2551,1013.2551
Clare,SHANNON AIRPORT,1993,6,22.2,7.2,15.9,4.7,18.1,8.5,1027.1,1002.7
Kerry,VALENTIA OBSERVATORY,1993,6,19.6,5.8,15.1,4.9,17.2,8.6,1027.7,1000.5
Donegal,MALIN HEAD,1993,6,20.0,7.9,15.6,4.8,17.8,8.6,1027.2,1005.4
Westmeath,MULLINGAR,1993,6,24.1,4.5,17.7,3.5,20.2,7.9,1026.9,1004.8
Dublin,DUBLIN AIRPORT,1993,6,22.6,6.4,16.6,4.5,18.9,8.5,1027.1,1004.4
Dublin,CASEMENT,1993,7,21.4,6.6,18.0,4.3,20.6,8.3,1035.4,1002.0
Cork,CORK AIRPORT,1993,7,22.3,7.1,16.9,4.7,19.2,8.5,1036.7,1003.3
Mayo,CLAREMORRIS,1993,7,19.1,6.0,17.2,5.4,19.6,9.0,1036.6,1000.1
Mayo,BELMULLET,1993,7,18.6,7.6,16.2,5.7,18.4,9.2,1036.6,999.5
Clare,SHANNON AIRPORT,1993,7,22.0,7.8,17.4,4.6,19.9,8.5,1036.9,1001.2
Kerry,VALENTIA OBSERVATORY,1993,7,18.8,8.2,16.2,5.9,18.4,9.3,1037.4,1001.5
Cork,ROCHES POINT,1993,7,0.0,0.0,7.2295866,7.2295866,10.578773,10.578773,1013.2551,1013.2551
Donegal,MALIN HEAD,1993,7,19.0,7.8,16.2,4.7,18.4,8.6,1033.9,1000.8
Westmeath,MULLINGAR,1993,7,21.1,6.2,17.7,5.2,20.3,8.8,1035.6,1001.1
Dublin,DUBLIN AIRPORT,1993,7,22.5,7.7,17.3,3.1,19.7,7.6,1035.1,1002.1
Dublin,CASEMENT,1993,8,22.1,4.2,16.2,3.5,18.5,7.8,1030.7,998.2
Cork,CORK AIRPORT,1993,8,21.6,6.1,17.4,4.5,19.8,8.4,1031.2,1002.8
Mayo,BELMULLET,1993,8,22.3,6.5,16.8,5.7,19.1,9.2,1030.3,995.3
Mayo,CLAREMORRIS,1993,8,21.5,3.4,16.2,2.6,18.4,7.4,1030.2,997.3
Clare,SHANNON AIRPORT,1993,8,22.1,6.1,16.5,3.9,18.7,8.0,1030.8,1000.3
Kerry,VALENTIA OBSERVATORY,1993,8,21.2,6.0,16.6,5.3,18.9,8.9,1030.6,1004.0
Cork,ROCHES POINT,1993,8,9.967762,0.0,7.2295866,7.2295866,10.578773,10.578773,1013.2551,1013.2551
Westmeath,MULLINGAR,1993,8,22.5,4.2,16.1,3.5,18.3,7.9,1030.5,997.8
Donegal,MALIN HEAD,1993,8,18.7,8.5,14.8,3.1,16.9,7.6,1029.8,999.9
Dublin,DUBLIN AIRPORT,1993,8,20.5,6.1,16.2,2.9,18.4,7.5,1030.9,997.3
Cork,CORK AIRPORT,1993,9,21.7,5.1,15.5,4.1,17.7,8.2,1032.1,988.2
Dublin,CASEMENT,1993,9,19.0,3.0,14.7,2.5,16.7,7.3,1031.8,988.8
Mayo,BELMULLET,1993,9,19.8,4.3,14.9,3.3,17.0,7.8,1032.4,984.0
Mayo,CLAREMORRIS,1993,9,20.0,0.0,15.2,-0.1,17.2,6.1,1032.1,985.5
Clare,SHANNON AIRPORT,1993,9,21.5,5.2,14.9,3.1,16.9,7.6,1032.0,987.3
Cork,ROCHES POINT,1993,9,9.967762,9.967762,7.2295866,7.2295866,10.578773,10.578773,1013.2551,1013.2551
Kerry,VALENTIA OBSERVATORY,1993,9,20.0,4.0,16.2,3.5,18.4,7.9,1031.7,986.0
Westmeath,MULLINGAR,1993,9,19.9,0.8,15.8,0.5,17.9,6.3,1032.1,987.5
Donegal,MALIN HEAD,1993,9,18.8,6.6,14.5,3.1,16.6,7.7,1031.7,987.3
Dublin,DUBLIN AIRPORT,1993,9,19.4,4.8,14.2,3.3,16.1,7.7,1031.6,988.5
Cork,CORK AIRPORT,1993,10,14.2,-0.6,13.6,-4.0,15.6,4.6,1038.6,977.3
Mayo,CLAREMORRIS,1993,10,14.6,-3.3,11.6,-4.6,13.7,4.4,1039.9,979.6
Dublin,CASEMENT,1993,10,14.0,-4.1,11.8,-6.0,13.8,3.9,1039.7,981.4
Mayo,BELMULLET,1993,10,15.0,-1.6,12.3,-2.2,14.2,5.2,1039.8,979.4
Kerry,VALENTIA OBSERVATORY,1993,10,15.8,0.3,14.2,-1.5,16.2,5.5,1038.0,977.9
Clare,SHANNON AIRPORT,1993,10,14.9,-1.6,12.0,-3.2,14.0,4.8,1039.3,978.6
Cork,ROCHES POINT,1993,10,9.967762,9.967762,7.2295866,7.2295866,10.578773,10.578773,1013.2551,1013.2551
Donegal,MALIN HEAD,1993,10,13.1,1.4,11.5,-2.6,13.5,5.1,1040.1,983.2
Westmeath,MULLINGAR,1993,10,13.9,-4.0,10.8,-4.8,12.9,4.3,1040.1,981.2
Dublin,DUBLIN AIRPORT,1993,10,14.6,-1.0,11.5,-3.0,13.4,4.9,1039.8,981.9
Dublin,CASEMENT,1993,11,13.0,-4.3,11.1,-5.8,13.2,4.0,1033.2,998.5
Mayo,CLAREMORRIS,1993,11,11.5,-3.1,10.8,-5.0,13.0,4.2,1031.9,990.7
Mayo,BELMULLET,1993,11,12.8,-0.1,10.9,-2.5,13.0,5.1,1030.1,985.3
Cork,CORK AIRPORT,1993,11,11.5,0.8,11.3,-2.7,13.4,5.0,1033.8,996.2
Kerry,VALENTIA OBSERVATORY,1993,11,15.1,0.9,11.8,-1.4,13.8,5.5,1032.1,992.0
Clare,SHANNON AIRPORT,1993,11,12.1,-0.2,10.7,-3.1,12.9,4.9,1032.9,993.2
Cork,ROCHES POINT,1993,11,9.967762,9.967762,7.2295866,7.2295866,10.578773,10.578773,1013.2551,1013.2551
Donegal,MALIN HEAD,1993,11,12.0,-1.0,10.4,-3.3,12.6,4.8,1030.5,991.7
Westmeath,MULLINGAR,1993,11,12.3,-6.0,10.4,-7.2,12.6,3.6,1032.0,996.2
Dublin,DUBLIN AIRPORT,1993,11,13.6,-0.6,11.3,-4.5,13.4,4.4,1033.5,999.5
Dublin,CASEMENT,1993,12,13.0,-2.3,12.6,-3.4,14.6,4.8,1023.6,971.8
Mayo,BELMULLET,1993,12,11.7,-0.3,11.1,-3.6,13.2,4.7,1021.6,966.0
Cork,CORK AIRPORT,1993,12,12.8,0.0,12.2,-1.9,14.2,5.3,1026.6,982.3
Mayo,CLAREMORRIS,1993,12,12.3,-1.5,11.8,-3.0,13.8,4.9,1022.8,968.8
Cork,ROCHES POINT,1993,12,9.967762,9.967762,7.2295866,7.2295866,10.578773,10.578773,1013.2551,1013.2551
Kerry,VALENTIA OBSERVATORY,1993,12,13.4,2.0,12.9,-2.5,14.8,5.1,1026.5,984.4
Clare,SHANNON AIRPORT,1993,12,13.4,0.8,11.7,-1.9,13.8,5.3,1025.1,977.7
Donegal,MALIN HEAD,1993,12,11.5,0.6,10.4,-5.9,12.6,3.9,1018.7,964.0
Westmeath,MULLINGAR,1993,12,12.9,-2.5,12.1,-4.8,14.1,4.3,1023.1,970.5
Dublin,DUBLIN AIRPORT,1993,12,13.8,-1.0,12.1,-4.1,14.1,4.5,1023.5,970.9
Mayo,CLAREMORRIS,1994,1,10.6,-4.0,10.4,-5.5,12.6,4.0,1031.4,970.2
Mayo,BELMULLET,1994,1,10.6,0.5,9.6,-3.4,11.9,4.8,1030.4,967.6
Cork,CORK AIRPORT,1994,1,12.7,-0.7,11.2,-5.4,13.3,4.1,1033.0,974.1
Dublin,CASEMENT,1994,1,11.0,-5.0,10.3,-6.0,12.5,3.9,1032.2,972.3
Kerry,VALENTIA OBSERVATORY,1994,1,11.8,-0.5,11.2,-6.1,13.2,3.9,1032.9,970.5
Cork,ROCHES POINT,1994,1,9.967762,9.967762,7.2295866,7.2295866,10.578773,10.578773,1013.2551,1013.2551
Clare,SHANNON AIRPORT,1994,1,11.1,-3.6,10.3,-5.2,12.5,4.2,1032.3,971.6
Westmeath,MULLINGAR,1994,1,10.8,-5.6,9.9,-6.7,12.2,3.7,1031.9,971.4
Donegal,MALIN HEAD,1994,1,10.4,1.4,9.2,-7.0,11.6,3.6,1030.3,966.8
Dublin,DUBLIN AIRPORT,1994,1,11.2,-2.0,10.4,-4.9,12.6,4.3,1032.2,971.6
Mayo,BELMULLET,1994,2,11.5,-1.9,9.2,-8.3,11.6,3.3,1027.3,962.7
Dublin,CASEMENT,1994,2,10.8,-2.5,8.2,-8.4,10.9,3.2,1028.4,964.9
Mayo,CLAREMORRIS,1994,2,10.7,-5.0,8.8,-6.8,11.3,3.7,1028.1,959.6
Cork,CORK AIRPORT,1994,2,11.1,-2.4,9.6,-8.0,11.9,3.3,1028.4,952.9
Kerry,VALENTIA OBSERVATORY,1994,2,12.2,-2.8,10.9,-5.5,13.3,4.0,1027.5,955.7
Cork,ROCHES POINT,1994,2,9.967762,9.967762,7.2295866,7.2295866,10.578773,10.578773,1013.2551,1013.2551
Clare,SHANNON AIRPORT,1994,2,11.2,-3.8,10.0,-7.5,12.3,3.5,1028.1,956.3
Westmeath,MULLINGAR,1994,2,9.5,-5.7,8.4,-8.5,11.1,3.2,1027.9,962.2
Donegal,MALIN HEAD,1994,2,8.9,-2.6,7.3,-7.6,10.2,3.5,1026.1,972.8
Dublin,DUBLIN AIRPORT,1994,2,9.8,-1.4,8.2,-7.9,10.9,3.4,1027.7,966.0
Dublin,CASEMENT,1994,3,14.4,-0.9,12.1,-3.5,14.1,4.7,1028.6,970.0
Cork,CORK AIRPORT,1994,3,13.3,0.4,11.5,-1.7,13.6,5.4,1032.0,966.1
Mayo,CLAREMORRIS,1994,3,12.5,-1.0,10.5,-3.2,12.7,4.8,1026.6,971.9
Mayo,BELMULLET,1994,3,11.7,1.4,10.1,-2.1,12.4,5.3,1024.6,965.6
Kerry,VALENTIA OBSERVATORY,1994,3,13.0,0.6,11.8,-1.6,13.9,5.5,1031.7,971.5
Cork,ROCHES POINT,1994,3,9.967762,9.967762,7.2295866,7.2295866,10.578773,10.578773,1013.2551,1013.2551
Clare,SHANNON AIRPORT,1994,3,14.4,-0.1,11.3,-2.1,13.4,5.2,1030.0,972.1
Westmeath,MULLINGAR,1994,3,12.9,-1.1,11.7,-3.2,13.7,4.8,1028.0,971.8
Donegal,MALIN HEAD,1994,3,11.8,1.1,9.9,-5.7,12.1,4.0,1021.6,963.8
Dublin,DUBLIN AIRPORT,1994,3,15.0,-0.1,12.2,-3.6,14.2,4.7,1028.5,970.2
Dublin,CASEMENT,1994,4,17.8,-0.3,13.4,-2.8,15.3,5.0,1034.6,973.0
Cork,CORK AIRPORT,1994,4,14.2,0.3,11.7,-2.7,13.7,5.0,1034.6,979.5
Mayo,CLAREMORRIS,1994,4,16.0,0.4,12.8,-1.0,14.8,5.7,1036.4,975.5
Mayo,BELMULLET,1994,4,13.2,1.5,11.7,-2.5,13.7,5.1,1036.8,975.1
Cork,ROCHES POINT,1994,4,9.967762,9.967762,7.2295866,7.2295866,10.578773,10.578773,1013.2551,1013.2551
Clare,SHANNON AIRPORT,1994,4,17.9,1.3,13.5,-2.8,15.5,4.9,1035.3,977.9
Kerry,VALENTIA OBSERVATORY,1994,4,13.4,1.5,12.1,-2.6,14.1,5.0,1035.4,982.1
Donegal,MALIN HEAD,1994,4,14.6,1.4,12.6,-2.5,14.6,5.1,1035.8,970.8
Westmeath,MULLINGAR,1994,4,17.6,0.2,14.5,-2.7,16.5,5.0,1035.1,982.6
Dublin,DUBLIN AIRPORT,1994,4,18.4,1.0,13.5,-2.4,15.4,5.1,1034.5,972.3
Mayo,BELMULLET,1994,5,19.0,2.2,11.9,-0.3,13.9,6.0,1029.6,990.7
Mayo,CLAREMORRIS,1994,5,19.5,0.4,11.8,-0.2,13.8,6.0,1029.0,993.8
Dublin,CASEMENT,1994,5,18.4,1.0,12.5,-1.3,14.5,5.5,1028.9,995.9
Cork,CORK AIRPORT,1994,5,18.0,3.1,12.3,-0.1,14.2,6.1,1028.9,996.3
Clare,SHANNON AIRPORT,1994,5,20.3,4.1,12.1,-1.3,14.1,5.6,1029.4,995.4
Kerry,VALENTIA OBSERVATORY,1994,5,20.5,2.7,12.2,1.5,14.2,6.8,1029.5,996.1
Cork,ROCHES POINT,1994,5,9.967762,9.967762,7.2295866,7.2295866,10.578773,10.578773,1013.2551,1013.2551
Donegal,MALIN HEAD,1994,5,15.6,2.8,11.3,-0.6,13.3,5.8,1028.7,991.4
Westmeath,MULLINGAR,1994,5,17.4,0.5,12.9,-0.1,14.9,6.1,1028.8,995.3
Dublin,DUBLIN AIRPORT,1994,5,18.1,1.4,13.1,-0.9,15.1,5.7,1028.9,996.1
Mayo,CLAREMORRIS,1994,6,20.5,4.0,16.0,3.0,18.2,7.6,1036.2,986.2
Cork,CORK AIRPORT,1994,6,22.4,6.2,15.2,2.8,17.3,7.5,1036.5,991.4
Dublin,CASEMENT,1994,6,22.0,5.1,16.0,2.8,18.2,7.4,1035.7,989.6
Mayo,BELMULLET,1994,6,17.8,5.5,14.5,4.0,16.5,8.1,1035.7,987.3
Clare,SHANNON AIRPORT,1994,6,19.4,7.7,15.9,3.4,18.1,7.7,1037.1,987.7
Cork,ROCHES POINT,1994,6,9.967762,9.967762,7.2295866,7.2295866,10.578773,10.578773,1013.2551,1013.2551
Kerry,VALENTIA OBSERVATORY,1994,6,17.8,6.8,15.0,5.0,17.0,8.7,1037.4,990.9
Westmeath,MULLINGAR,1994,6,21.2,2.3,15.3,1.5,17.3,6.8,1035.9,987.1
Donegal,MALIN HEAD,1994,6,20.1,6.3,15.7,2.9,17.9,7.5,1034.8,988.7
Dublin,DUBLIN AIRPORT,1994,6,20.7,4.3,15.5,2.9,17.7,7.6,1035.8,989.7
Mayo,BELMULLET,1994,7,21.8,7.9,17.8,6.5,20.4,9.6,1027.5,999.7
Cork,CORK AIRPORT,1994,7,19.0,8.6,16.2,7.8,18.4,10.5,1026.5,1003.8
Dublin,CASEMENT,1994,7,24.1,7.1,16.4,6.3,18.6,9.5,1027.4,1003.4
Mayo,CLAREMORRIS,1994,7,21.0,5.0,16.3,4.8,18.6,8.6,1027.7,1002.0
Cork,ROCHES POINT,1994,7,9.967762,9.967762,7.2295866,7.2295866,10.578773,10.578773,1013.2551,1013.2551
Kerry,VALENTIA OBSERVATORY,1994,7,19.2,7.4,16.4,7.2,18.7,10.1,1026.5,1002.7
Clare,SHANNON AIRPORT,1994,7,22.1,8.7,17.6,6.3,20.1,9.5,1027.3,1003.4
Donegal,MALIN HEAD,1994,7,22.0,8.5,15.5,6.6,17.7,9.7,1027.4,1001.8
Westmeath,MULLINGAR,1994,7,22.3,7.0,16.5,5.9,18.8,9.3,1027.3,1004.3
