county,station,year,month,max_month_temp,min_month_temp,max_month_dewpt,min_month_dewpt,max_month_vappr,min_month_vappr,max_month_msl,min_month_msl
Westmeath,MULLINGAR,2010,4,18.0,-3.0,12.0,-3.8,14.0,4.6,1033.0,992.3
Cork,MOORE PARK,2010,4,18.9,-1.2,11.8,-2.0,13.9,5.3,1032.8,990.7
Mayo,KNOCK AIRPORT,2010,4,18.1,-0.4,11.1,-4.2,13.2,4.5,1032.5,991.5
Tipperary,GURTEEN,2010,4,17.9,-1.8,12.1,-4.4,14.1,4.4,1032.4,991.1
Dublin,DUBLIN AIRPORT,2010,4,17.2,-3.7,11.3,-3.8,13.3,4.6,1033.8,993.1
Wexford,JOHNSTOWNII,2010,4,15.3,0.2,10.9,-1.5,13.0,5.5,1033.8,984.3
Donegal,FINNER,2010,4,18.7,0.7,12.6,-2.2,10.578773,10.578773,1032.4,993.7
Cork,CORK AIRPORT,2010,4,16.5,-0.5,11.9,-2.0,13.9,5.3,1033.4,991.2
Meath,DUNSANY,2010,4,16.8,-2.7,11.6,-3.8,13.7,4.6,1033.4,992.6
Dublin,CASEMENT,2010,5,24.4,-1.8,15.8,-2.4,18.0,5.1,1032.6,1002.5
Cavan,BALLYHAISE,2010,5,24.5,-0.6,16.1,-3.3,18.2,4.8,1032.4,1003.6
Mayo,BELMULLET,2010,5,21.6,3.0,15.3,1.9,17.4,7.0,1034.5,1004.9
Mayo,CLAREMORRIS,2010,5,24.3,0.4,16.1,-2.7,18.3,5.0,1034.0,1003.9
Carlow,OAK PARK,2010,5,25.2,-0.3,16.4,-1.3,18.6,5.5,1032.8,1002.3
Kerry,VALENTIA OBSERVATORY,2010,5,22.7,4.2,15.3,-0.7,17.4,5.8,1034.1,1001.8
Cork,ROCHES POINT,2010,5,18.0,3.9,14.3,-0.0,16.3,6.1,1032.8,1001.6
Clare,SHANNON AIRPORT,2010,5,25.1,0.9,16.8,-2.9,19.1,4.9,1033.8,1002.5
Dublin,PHOENIX PARK,2010,5,23.9,0.7,16.0,-1.2,18.1,5.6,1032.3,1002.9
Cork,SherkinIsland,2010,5,18.3,4.2,14.3,-0.5,16.3,5.9,1033.4,1002.0
Cork,MOORE PARK,2010,5,22.4,1.3,16.4,-2.1,18.7,5.3,1033.0,1001.6
Roscommon,MT DILLON,2010,5,25.4,-1.8,15.8,-4.2,18.0,4.5,1033.1,1003.5
Donegal,MALIN HEAD,2010,5,18.3,3.3,14.9,-1.5,17.0,5.5,1032.6,1004.4
Galway,MACE HEAD,2010,5,23.9,3.5,15.1,-3.6,17.2,4.7,1034.1,1002.7
Mayo,NEWPORT,2010,5,24.8,3.5,14.5,-2.9,16.5,4.9,1034.2,1004.3
Westmeath,MULLINGAR,2010,5,24.8,-0.1,16.6,-4.5,18.8,4.4,1032.7,1003.1
Sligo,MARKREE,2010,5,22.6,-1.8,16.0,-2.7,18.1,5.0,1033.3,1004.1
Wexford,JOHNSTOWNII,2010,5,21.6,2.2,14.2,-0.4,16.2,5.9,1033.1,1006.6
Dublin,DUBLIN AIRPORT,2010,5,23.0,-0.8,15.6,-1.6,17.8,5.4,1032.3,1003.0
Cork,CORK AIRPORT,2010,5,19.1,1.8,15.8,-2.4,17.9,5.1,1033.2,1001.5
Tipperary,GURTEEN,2010,5,24.5,-1.6,16.0,-2.7,18.1,5.0,1033.5,1002.8
Donegal,FINNER,2010,5,22.5,0.7,16.7,-3.0,10.578773,10.578773,1033.4,1004.8
Mayo,KNOCK AIRPORT,2010,5,23.3,1.8,15.3,-6.1,17.4,3.9,1034.1,1000.0
Meath,DUNSANY,2010,5,23.7,-1.0,16.2,-1.9,18.4,5.3,1032.3,1002.9
Mayo,CLAREMORRIS,2010,6,22.2,0.0,17.5,0.0,19.9,6.1,1031.5,1000.7
Cavan,BALLYHAISE,2010,6,24.6,6.6,17.2,2.8,19.7,7.5,1030.8,1000.4
Mayo,BELMULLET,2010,6,20.7,7.9,16.1,7.0,18.3,10.0,1032.3,999.4
Dublin,CASEMENT,2010,6,23.6,5.0,17.0,2.9,19.5,7.5,1031.2,999.5
Dublin,PHOENIX PARK,2010,6,23.4,5.8,17.1,5.2,19.5,8.8,1031.3,999.6
Clare,SHANNON AIRPORT,2010,6,22.6,7.2,17.5,4.9,20.1,8.7,1031.4,998.6
Carlow,OAK PARK,2010,6,23.0,6.3,17.4,5.1,19.8,8.8,1031.1,999.1
Cork,ROCHES POINT,2010,6,19.5,9.8,16.3,6.7,18.6,9.8,1030.8,998.1
Kerry,VALENTIA OBSERVATORY,2010,6,20.5,7.9,16.9,5.3,19.3,8.9,1031.6,998.8
Cork,SherkinIsland,2010,6,19.4,8.3,16.3,5.6,18.5,9.1,1031.3,998.2
Cork,MOORE PARK,2010,6,22.4,7.2,17.6,5.1,20.1,8.8,1030.7,998.1
Sligo,MARKREE,2010,6,24.3,4.4,16.7,4.3,19.0,8.3,1031.2,1001.3
Westmeath,MULLINGAR,2010,6,24.5,5.7,18.3,4.1,21.1,8.2,1031.0,999.5
Mayo,NEWPORT,2010,6,22.2,9.3,15.4,5.9,17.5,9.3,1031.5,1001.0
Roscommon,MT DILLON,2010,6,25.0,3.1,17.2,-0.2,19.7,6.0,1031.0,1000.1
Galway,MACE HEAD,2010,6,20.1,8.9,16.8,2.7,19.1,7.4,1031.8,999.6
Donegal,MALIN HEAD,2010,6,22.1,8.6,15.1,6.3,17.2,9.5,1031.4,1003.4
Dublin,DUBLIN AIRPORT,2010,6,23.0,5.1,16.6,4.7,18.9,8.5,1031.4,999.7
Cork,CORK AIRPORT,2010,6,20.4,8.0,17.8,5.7,20.4,9.1,1030.9,998.3
Tipperary,GURTEEN,2010,6,23.5,3.1,16.9,2.8,19.3,7.4,1031.2,999.2
Donegal,FINNER,2010,6,22.5,6.6,19.3,6.3,10.578773,10.578773,1031.6,1002.1
Meath,DUNSANY,2010,6,23.7,4.4,17.5,3.9,20.0,8.1,1031.0,999.5
Mayo,KNOCK AIRPORT,2010,6,21.5,7.1,15.8,5.4,17.9,9.0,1031.6,1001.2
Wexford,JOHNSTOWNII,2010,6,19.4,8.7,16.0,4.7,18.2,8.5,1031.2,999.0
Cavan,BALLYHAISE,2010,7,21.5,6.8,17.2,4.9,19.6,8.7,1025.9,991.8
Mayo,BELMULLET,2010,7,20.1,10.4,17.3,8.7,19.8,11.3,1026.2,992.8
Dublin,CASEMENT,2010,7,23.0,9.7,18.6,7.2,21.4,10.1,1026.9,992.4
Mayo,CLAREMORRIS,2010,7,21.1,6.6,17.6,5.8,20.1,9.3,1026.8,992.0
Dublin,PHOENIX PARK,2010,7,23.6,9.6,18.7,6.7,21.6,9.8,1026.8,992.1
Cork,SherkinIsland,2010,7,19.2,10.9,18.3,9.8,21.0,12.1,1028.8,990.4
Carlow,OAK PARK,2010,7,23.7,8.9,18.0,7.9,20.7,10.6,1027.5,991.9
Clare,SHANNON AIRPORT,2010,7,21.8,10.8,18.3,7.5,21.0,10.3,1028.1,990.6
Cork,ROCHES POINT,2010,7,22.6,10.3,17.0,7.6,19.4,10.5,1028.3,990.9
Kerry,VALENTIA OBSERVATORY,2010,7,19.4,9.7,18.0,7.8,20.6,10.5,1028.9,991.2
Westmeath,MULLINGAR,2010,7,22.0,7.4,17.6,6.7,20.2,9.8,1026.8,991.8
Galway,MACE HEAD,2010,7,19.0,11.9,16.7,8.4,19.0,11.0,1026.9,991.4
Donegal,MALIN HEAD,2010,7,20.9,7.7,16.3,6.7,18.5,9.8,1024.1,992.7
Cork,MOORE PARK,2010,7,23.3,6.9,18.1,6.1,20.8,9.4,1028.2,990.5
Sligo,MARKREE,2010,7,21.7,4.8,17.6,4.6,20.1,8.5,1026.1,992.4
Mayo,NEWPORT,2010,7,20.0,10.4,16.5,7.4,18.8,10.3,1026.4,992.0
Roscommon,MT DILLON,2010,7,22.3,6.7,17.8,6.4,20.4,9.6,1026.6,991.7
Mayo,KNOCK AIRPORT,2010,7,19.9,9.1,16.6,6.8,18.8,9.9,1026.8,992.4
Tipperary,GURTEEN,2010,7,21.0,6.7,17.7,5.9,20.3,9.3,1027.7,991.1
Dublin,DUBLIN AIRPORT,2010,7,22.8,8.8,18.1,6.5,20.8,9.6,1026.6,991.4
Cork,CORK AIRPORT,2010,7,23.0,8.6,18.3,6.3,21.0,9.5,1028.5,990.6
Meath,DUNSANY,2010,7,22.6,8.1,18.0,6.8,20.6,9.9,1026.6,992.2
Wexford,JOHNSTOWNII,2010,7,23.5,9.5,17.7,7.0,20.3,10.0,1027.6,990.1
Donegal,FINNER,2010,7,20.7,7.0,18.5,6.5,10.578773,10.578773,1025.9,992.8
Cavan,BALLYHAISE,2010,8,22.8,3.4,17.5,2.9,19.9,7.5,1028.4,996.8
Dublin,CASEMENT,2010,8,20.8,2.4,17.9,1.8,20.4,6.9,1028.5,998.2
Mayo,BELMULLET,2010,8,20.0,5.8,16.8,5.3,19.1,8.9,1029.1,992.9
Mayo,CLAREMORRIS,2010,8,22.8,3.3,17.1,2.4,19.5,7.3,1029.0,996.3
Clare,SHANNON AIRPORT,2010,8,22.9,4.4,17.5,3.6,20.1,7.9,1028.6,998.5
Cork,SherkinIsland,2010,8,18.8,7.9,17.2,5.2,19.6,8.8,1028.1,1000.1
Kerry,VALENTIA OBSERVATORY,2010,8,20.1,6.7,17.4,4.3,19.9,8.3,1028.0,998.5
Cork,ROCHES POINT,2010,8,20.0,7.5,17.0,3.6,19.3,7.9,1028.1,1000.7
Carlow,OAK PARK,2010,8,24.0,3.5,18.0,3.4,20.7,7.8,1028.6,999.1
Dublin,PHOENIX PARK,2010,8,21.3,4.0,17.4,3.0,19.9,7.6,1028.7,998.0
Roscommon,MT DILLON,2010,8,23.6,-0.1,17.4,-0.1,19.9,6.1,1028.6,997.6
Galway,MACE HEAD,2010,8,19.2,7.2,16.5,4.2,18.8,8.2,1028.5,995.1
Donegal,MALIN HEAD,2010,8,19.5,7.7,17.8,5.3,20.4,8.9,1028.8,995.5
Sligo,MARKREE,2010,8,21.6,1.0,17.1,0.9,19.5,6.5,1029.0,995.9
Westmeath,MULLINGAR,2010,8,23.0,4.3,17.1,2.5,19.5,7.3,1028.6,998.1
Mayo,NEWPORT,2010,8,22.4,7.2,17.2,4.3,19.6,8.3,1028.8,994.2
Cork,MOORE PARK,2010,8,23.2,3.2,17.9,1.4,20.5,6.8,1028.2,1000.3
Tipperary,GURTEEN,2010,8,22.8,1.3,17.1,1.0,19.5,6.6,1028.7,999.0
Mayo,KNOCK AIRPORT,2010,8,20.7,5.8,16.6,3.0,18.8,7.6,1029.1,995.9
Meath,DUNSANY,2010,8,21.2,1.8,17.1,1.7,19.5,6.9,1028.3,997.9
Wexford,JOHNSTOWNII,2010,8,20.8,7.4,17.2,3.3,19.7,7.7,1028.4,999.8
Dublin,DUBLIN AIRPORT,2010,8,21.2,2.6,17.2,2.1,19.6,7.1,1028.5,997.9
Donegal,FINNER,2010,8,20.6,4.5,17.0,3.5,10.578773,10.578773,1029.0,995.8
Cork,CORK AIRPORT,2010,8,20.3,6.4,17.1,3.1,19.4,7.6,1028.2,1000.6
Dublin,CASEMENT,2010,9,22.2,1.6,17.5,0.6,20.0,6.3,1025.5,994.3
Cavan,BALLYHAISE,2010,9,22.2,1.4,16.4,1.1,18.7,6.6,1024.0,992.1
Mayo,BELMULLET,2010,9,22.3,7.7,16.5,4.8,18.8,8.6,1024.7,991.0
Mayo,CLAREMORRIS,2010,9,22.3,4.0,16.6,3.0,18.9,7.5,1025.5,993.0
Cork,ROCHES POINT,2010,9,19.1,6.0,16.9,3.7,19.2,8.0,1027.8,995.7
Dublin,PHOENIX PARK,2010,9,21.7,3.4,17.7,3.2,20.2,7.7,1025.4,994.5
Carlow,OAK PARK,2010,9,21.9,2.5,18.1,2.4,20.8,7.3,1026.5,995.0
Cork,SherkinIsland,2010,9,18.5,6.5,17.0,3.6,19.4,7.9,1028.5,994.7
Kerry,VALENTIA OBSERVATORY,2010,9,20.9,6.5,17.0,2.7,19.4,7.4,1028.3,992.9
Clare,SHANNON AIRPORT,2010,9,21.3,5.8,17.3,3.8,19.8,8.0,1026.8,994.8
Sligo,MARKREE,2010,9,21.7,3.2,17.0,2.8,19.4,7.5,1024.2,992.0
Donegal,MALIN HEAD,2010,9,22.2,5.8,16.2,2.9,18.4,7.5,1023.3,992.2
Roscommon,MT DILLON,2010,9,23.3,-0.4,17.1,-1.0,19.4,5.7,1024.9,992.8
Cork,MOORE PARK,2010,9,22.4,1.0,16.6,1.0,18.9,6.6,1027.4,995.5
Galway,MACE HEAD,2010,9,21.0,8.1,16.5,3.5,18.7,7.8,1025.3,992.4
Mayo,NEWPORT,2010,9,21.3,7.7,16.5,3.4,18.8,7.8,1024.8,992.0
Westmeath,MULLINGAR,2010,9,21.6,3.3,16.6,1.6,18.8,6.9,1025.2,993.4
Dublin,DUBLIN AIRPORT,2010,9,20.3,2.9,17.1,2.4,19.5,7.3,1025.1,994.4
Wexford,JOHNSTOWNII,2010,9,18.7,5.3,16.7,2.7,19.0,7.4,1027.1,995.4
Donegal,FINNER,2010,9,22.0,4.4,16.9,2.4,10.578773,10.578773,1023.9,991.7
Mayo,KNOCK AIRPORT,2010,9,21.4,5.3,16.5,1.5,18.8,6.8,1025.3,992.8
Meath,DUNSANY,2010,9,21.5,3.2,16.5,1.8,18.7,7.0,1025.1,993.9
Cork,CORK AIRPORT,2010,9,20.5,4.2,17.2,2.9,19.6,7.5,1027.9,996.0
Tipperary,GURTEEN,2010,9,21.6,4.0,17.0,2.9,19.3,7.5,1026.1,994.4
Cavan,BALLYHAISE,2010,10,16.7,-3.4,14.1,-4.0,16.1,4.5,1027.5,981.1
Mayo,CLAREMORRIS,2010,10,18.6,-0.5,15.3,-0.9,17.4,5.8,1027.9,983.0
Dublin,CASEMENT,2010,10,18.4,-1.8,15.1,-1.8,17.2,5.4,1028.2,980.8
Mayo,BELMULLET,2010,10,19.4,1.2,15.8,0.7,17.9,6.4,1027.1,982.2
Cork,SherkinIsland,2010,10,17.3,4.2,15.4,1.6,17.5,6.9,1028.1,986.9
Carlow,OAK PARK,2010,10,19.9,-2.7,15.7,-2.7,17.8,5.0,1028.3,982.3
Dublin,PHOENIX PARK,2010,10,18.7,-2.0,15.2,-2.0,17.3,5.3,1028.2,980.5
Cork,ROCHES POINT,2010,10,17.4,4.7,14.8,-0.3,16.8,6.0,1027.9,983.6
Kerry,VALENTIA OBSERVATORY,2010,10,19.9,2.8,15.2,0.3,17.2,6.3,1028.4,987.3
Clare,SHANNON AIRPORT,2010,10,19.3,0.7,15.7,-0.3,17.9,5.9,1028.2,984.9
Galway,MACE HEAD,2010,10,18.7,2.9,16.1,1.1,18.3,6.6,1027.3,983.4
Westmeath,MULLINGAR,2010,10,19.4,-3.7,14.8,-5.0,16.8,4.2,1028.2,982.4
Cork,MOORE PARK,2010,10,19.3,-2.3,14.9,-3.4,16.9,4.8,1028.3,984.6
Donegal,MALIN HEAD,2010,10,17.6,1.5,14.2,-0.3,16.2,6.0,1026.7,979.1
Mayo,NEWPORT,2010,10,18.9,2.6,15.2,0.9,17.3,6.5,1027.1,982.6
Sligo,MARKREE,2010,10,18.5,-3.2,14.6,-3.5,16.6,4.7,1027.3,981.5
Roscommon,MT DILLON,2010,10,19.6,-3.8,15.5,-4.1,17.6,4.5,1027.8,982.2
Wexford,JOHNSTOWNII,2010,10,19.0,4.4,15.4,0.2,17.4,6.2,1028.3,980.9
Dublin,DUBLIN AIRPORT,2010,10,18.4,-3.3,14.7,-3.6,16.7,4.6,1028.3,980.0
Donegal,FINNER,2010,10,18.6,0.6,14.5,-0.4,10.578773,10.578773,1027.1,981.0
Meath,DUNSANY,2010,10,18.3,-2.2,14.6,-2.7,16.6,5.0,1028.0,980.9
Cork,CORK AIRPORT,2010,10,17.9,2.1,15.5,-1.5,17.6,5.4,1028.4,985.2
Tipperary,GURTEEN,2010,10,19.7,-2.4,15.8,-2.8,17.9,5.0,1028.2,983.9
Mayo,KNOCK AIRPORT,2010,10,17.0,0.2,15.2,-0.2,17.3,6.0,1028.0,982.7
Dublin,CASEMENT,2010,11,15.5,-9.0,15.0,-9.0,17.1,3.1,1020.6,962.8
Mayo,CLAREMORRIS,2010,11,14.5,-6.2,13.9,-6.7,15.9,3.7,1022.4,961.0
Mayo,BELMULLET,2010,11,14.1,-4.2,13.9,-5.4,15.9,4.1,1023.6,960.6
Cavan,BALLYHAISE,2010,11,14.8,-6.4,13.7,-7.0,15.7,3.6,1021.8,962.3
Clare,SHANNON AIRPORT,2010,11,15.3,-6.3,14.7,-6.7,16.8,3.7,1021.6,961.1
Cork,ROCHES POINT,2010,11,16.1,-1.5,14.2,-5.8,16.2,4.0,1022.0,961.4
Carlow,OAK PARK,2010,11,16.9,-8.7,15.4,-9.4,17.5,3.0,1021.1,962.3
Kerry,VALENTIA OBSERVATORY,2010,11,15.2,-2.5,14.6,-8.1,16.6,3.3,1023.1,963.0
Cork,SherkinIsland,2010,11,14.9,-1.1,14.4,-4.4,16.4,4.4,1022.8,962.4
Dublin,PHOENIX PARK,2010,11,16.2,-8.2,15.0,-9.1,17.1,3.1,1020.4,962.9
Roscommon,MT DILLON,2010,11,14.9,-8.2,14.1,-8.9,16.0,3.1,1021.9,961.4
Cork,MOORE PARK,2010,11,16.5,-4.4,13.6,-5.9,15.6,3.9,1021.7,961.4
Sligo,MARKREE,2010,11,14.9,-7.2,13.8,-7.9,15.8,3.4,1022.9,961.4
Mayo,NEWPORT,2010,11,13.8,-1.6,13.4,-8.1,15.4,3.3,1022.8,960.5
Galway,MACE HEAD,2010,11,14.1,-3.3,13.4,-6.3,15.4,3.8,1021.9,960.4
Donegal,MALIN HEAD,2010,11,13.5,0.8,12.7,-5.7,14.7,4.0,1024.8,963.5
Westmeath,MULLINGAR,2010,11,14.8,-5.1,14.0,-6.7,16.0,3.7,1021.0,962.3
Mayo,KNOCK AIRPORT,2010,11,14.0,-4.4,13.7,-6.6,15.7,3.8,1022.9,960.9
Wexford,JOHNSTOWNII,2010,11,15.3,-4.5,14.6,-6.1,16.6,3.9,1020.8,962.4
Donegal,FINNER,2010,11,14.6,0.0,14.0,-2.1,10.578773,10.578773,1023.6,962.4
Meath,DUNSANY,2010,11,15.2,-9.0,14.3,-10.0,16.3,2.9,1020.4,962.9
Cork,CORK AIRPORT,2010,11,15.2,-3.1,14.6,-5.8,16.6,3.9,1022.4,961.5
Tipperary,GURTEEN,2010,11,15.2,-6.3,14.3,-7.2,16.3,3.6,1021.1,961.4
Dublin,DUBLIN AIRPORT,2010,11,15.6,-8.2,14.6,-8.2,16.6,3.3,1020.2,963.2
Mayo,CLAREMORRIS,2010,12,11.0,-15.0,9.3,-16.1,11.8,1.7,1044.5,992.3
Mayo,BELMULLET,2010,12,10.7,-7.3,9.8,-8.6,12.1,3.2,1045.0,991.1
Dublin,CASEMENT,2010,12,11.8,-15.4,9.2,-16.4,11.6,1.7,1042.9,990.7
Cavan,BALLYHAISE,2010,12,10.5,-15.1,8.6,-16.9,11.2,1.6,1043.3,990.5
Clare,SHANNON AIRPORT,2010,12,12.8,-11.3,9.6,-12.2,12.0,2.4,1044.5,991.5
Kerry,VALENTIA OBSERVATORY,2010,12,11.7,-7.7,10.8,-10.1,13.0,2.8,1044.6,989.8
Dublin,PHOENIX PARK,2010,12,11.6,-10.4,8.8,-11.3,11.3,2.6,1042.9,990.6
Cork,ROCHES POINT,2010,12,9.7,-4.2,9.6,-6.3,12.0,3.8,1043.3,990.1
Cork,SherkinIsland,2010,12,10.6,-4.7,10.5,-6.1,12.7,3.9,1043.9,988.9
Carlow,OAK PARK,2010,12,10.6,-12.4,10.3,-13.4,12.5,2.2,1043.3,991.5
Sligo,MARKREE,2010,12,10.8,-17.3,9.0,-18.7,11.5,1.4,1043.7,991.4
Westmeath,MULLINGAR,2010,12,10.6,-13.7,8.7,-16.1,11.3,1.7,1043.3,991.2
Roscommon,MT DILLON,2010,12,10.6,-16.6,10.6,-17.5,12.8,1.5,1043.5,991.5
Donegal,MALIN HEAD,2010,12,11.5,-4.1,9.1,-9.4,11.6,3.0,1043.0,990.2
Galway,MACE HEAD,2010,12,10.3,-5.8,9.0,-9.4,11.5,3.0,1044.7,990.6
Cork,MOORE PARK,2010,12,11.8,-12.3,10.5,-13.4,12.7,2.2,1043.7,991.2
Mayo,NEWPORT,2010,12,10.8,-8.8,9.1,-10.6,11.5,2.7,1044.5,991.7
Mayo,KNOCK AIRPORT,2010,12,9.8,-6.9,9.0,-11.4,11.5,2.6,1044.6,992.5
Meath,DUNSANY,2010,12,11.4,-13.3,8.7,-14.6,11.3,2.0,1043.1,990.6
Donegal,FINNER,2010,12,11.0,0.0,9.0,-3.1,10.578773,10.578773,1044.0,993.3
Dublin,DUBLIN AIRPORT,2010,12,11.4,-11.5,8.7,-11.7,11.3,2.5,1042.6,990.3
Tipperary,GURTEEN,2010,12,11.6,-13.4,8.8,-15.0,11.3,1.9,1043.9,992.7
Wexford,JOHNSTOWNII,2010,12,10.6,-4.2,10.0,-6.2,12.3,3.8,1042.4,991.3
Cork,CORK AIRPORT,2010,12,10.4,-7.0,10.4,-7.8,12.6,3.4,1043.9,990.5
Mayo,BELMULLET,2011,1,11.5,-3.7,10.7,-4.4,12.9,4.4,1044.1,989.7
Mayo,CLAREMORRIS,2011,1,11.4,-5.4,10.4,-5.9,12.6,4.0,1043.9,991.7
Cavan,BALLYHAISE,2011,1,11.7,-6.7,10.4,-7.7,12.6,3.4,1043.5,989.7
Dublin,CASEMENT,2011,1,11.9,-5.0,11.4,-5.0,13.6,4.2,1043.1,989.7
Cork,SherkinIsland,2011,1,11.3,-2.4,11.3,-3.6,13.4,4.7,1042.4,987.9
Clare,SHANNON AIRPORT,2011,1,12.3,-4.6,11.1,-4.8,13.2,4.2,1043.4,991.4
Carlow,OAK PARK,2011,1,11.8,-5.6,11.1,-5.6,13.2,4.0,1043.4,989.1
Cork,ROCHES POINT,2011,1,10.9,-1.7,10.7,-4.5,12.8,4.4,1042.6,987.7
Kerry,VALENTIA OBSERVATORY,2011,1,12.1,-3.5,11.7,-8.2,13.8,3.3,1043.0,990.0
Dublin,PHOENIX PARK,2011,1,12.6,-5.6,10.8,-6.1,13.0,3.9,1043.2,989.6
Roscommon,MT DILLON,2011,1,11.9,-6.4,11.6,-6.6,13.7,3.7,1043.7,991.0
Mayo,NEWPORT,2011,1,11.6,-2.8,10.3,-6.8,12.6,3.7,1043.6,991.0
Cork,MOORE PARK,2011,1,12.3,-7.5,11.6,-8.0,13.7,3.3,1043.0,989.0
Donegal,MALIN HEAD,2011,1,11.5,-3.5,9.4,-5.5,11.8,4.1,1043.7,986.3
Sligo,MARKREE,2011,1,12.1,-8.4,10.5,-9.1,12.7,3.1,1043.9,989.9
Galway,MACE HEAD,2011,1,10.7,-2.2,9.8,-5.6,12.1,4.0,1043.3,990.6
Westmeath,MULLINGAR,2011,1,11.8,-6.0,11.0,-6.5,13.1,3.8,1043.5,991.2
Meath,DUNSANY,2011,1,12.1,-6.3,10.4,-7.3,12.6,3.5,1043.2,990.4
Cork,CORK AIRPORT,2011,1,11.5,-3.2,11.5,-4.3,13.6,4.4,1042.8,988.7
Tipperary,GURTEEN,2011,1,12.3,-6.1,10.7,-6.6,12.9,3.7,1043.7,991.2
Donegal,FINNER,2011,1,12.4,-3.0,10.5,-3.8,11.5,4.6,1044.2,988.4
Mayo,KNOCK AIRPORT,2011,1,10.5,-3.5,10.1,-6.9,12.4,3.7,1044.1,991.4
Dublin,DUBLIN AIRPORT,2011,1,12.2,-6.1,10.7,-6.1,12.9,3.8,1042.9,989.4
Wexford,JOHNSTOWNII,2011,1,10.6,-3.1,10.0,-4.0,12.3,4.5,1042.3,988.3
Mayo,BELMULLET,2011,2,12.2,0.0,10.9,-2.6,13.1,5.1,1036.5,977.0
Mayo,CLAREMORRIS,2011,2,13.1,-2.0,11.7,-3.0,13.8,4.9,1037.1,976.6
Dublin,CASEMENT,2011,2,13.7,-2.6,11.3,-2.8,13.3,4.9,1036.7,978.6
Cavan,BALLYHAISE,2011,2,13.0,-2.3,10.3,-2.9,12.5,4.9,1036.4,977.0
Dublin,PHOENIX PARK,2011,2,14.7,-1.8,10.8,-2.9,12.9,4.9,1037.0,978.7
Carlow,OAK PARK,2011,2,14.4,-1.4,10.7,-1.7,12.8,5.4,1037.2,977.5
Kerry,VALENTIA OBSERVATORY,2011,2,13.2,0.2,11.7,-2.1,13.8,5.2,1037.2,977.1
Clare,SHANNON AIRPORT,2011,2,14.8,-0.6,11.8,-1.0,13.9,5.7,1036.8,976.7
Cork,SherkinIsland,2011,2,11.9,2.2,11.1,1.0,13.2,6.6,1037.0,977.6
Cork,ROCHES POINT,2011,2,13.2,2.3,10.6,-0.7,12.8,5.8,1036.8,977.2
Cork,MOORE PARK,2011,2,15.1,-2.4,11.4,-2.4,13.5,5.1,1036.9,977.1
Roscommon,MT DILLON,2011,2,13.4,-2.4,11.1,-2.4,13.2,5.1,1036.7,976.2
Galway,MACE HEAD,2011,2,10.9,1.9,9.7,-1.9,12.0,5.3,1037.0,976.0
Donegal,MALIN HEAD,2011,2,13.3,0.4,10.8,-3.7,13.0,4.7,1036.1,981.1
Westmeath,MULLINGAR,2011,2,13.5,-2.8,11.3,-2.8,13.4,5.0,1036.8,976.4
Sligo,MARKREE,2011,2,13.3,-3.2,11.6,-3.5,13.7,4.7,1036.9,976.5
Mayo,NEWPORT,2011,2,13.8,0.4,10.9,-1.8,13.0,5.3,1036.8,976.7
Wexford,JOHNSTOWNII,2011,2,11.2,0.3,10.0,-0.1,12.2,6.1,1037.1,978.5
Meath,DUNSANY,2011,2,13.3,-2.4,10.8,-3.0,12.9,4.9,1036.6,978.2
Dublin,DUBLIN AIRPORT,2011,2,14.5,-1.5,11.0,-2.9,13.1,4.9,1036.7,978.8
Donegal,FINNER,2011,2,13.4,-0.8,11.3,-1.9,13.4,5.3,1036.6,976.9
Mayo,KNOCK AIRPORT,2011,2,12.3,-0.8,11.2,-2.0,13.3,5.3,1037.3,976.8
Cork,CORK AIRPORT,2011,2,12.8,0.2,11.3,-1.3,13.4,5.5,1037.0,977.4
Tipperary,GURTEEN,2011,2,13.4,-3.0,10.8,-3.4,12.9,4.7,1036.6,976.7
Cavan,BALLYHAISE,2011,3,15.3,-4.0,11.0,-4.3,13.1,4.5,1040.4,990.1
Mayo,BELMULLET,2011,3,16.2,1.6,11.3,-1.2,13.4,5.6,1040.3,986.5
Dublin,CASEMENT,2011,3,15.1,-4.0,11.0,-4.8,13.1,4.3,1041.4,995.0
Mayo,CLAREMORRIS,2011,3,16.4,-2.8,10.9,-3.2,13.1,4.9,1040.4,989.5
Clare,SHANNON AIRPORT,2011,3,17.2,-2.5,11.7,-2.8,13.8,5.0,1040.5,995.4
Cork,SherkinIsland,2011,3,13.6,1.4,12.3,-0.5,14.3,5.9,1040.4,996.1
Carlow,OAK PARK,2011,3,16.7,-3.6,11.4,-3.6,13.5,4.7,1041.5,995.9
Dublin,PHOENIX PARK,2011,3,15.8,-3.3,10.8,-3.6,12.9,4.7,1041.4,995.0
Kerry,VALENTIA OBSERVATORY,2011,3,18.1,-1.7,11.8,-4.3,13.8,4.5,1040.4,997.4
Cork,ROCHES POINT,2011,3,13.6,0.8,11.1,-1.8,13.2,5.4,1040.5,996.2
Sligo,MARKREE,2011,3,16.4,-4.7,10.6,-5.3,12.8,4.1,1040.3,987.1
Westmeath,MULLINGAR,2011,3,15.6,-4.6,11.4,-4.6,13.5,4.3,1041.1,993.5
Galway,MACE HEAD,2011,3,15.1,0.9,10.5,-2.8,12.7,5.0,1039.8,987.9
Mayo,NEWPORT,2011,3,17.5,-0.4,10.9,-0.9,13.0,5.7,1040.1,987.1
